Id,Rule Name,Product,Severity,Status,Confidence,Category,Is Pro Rule,Semgrep Autotriage Result,Semgrep Autotriage Reason,Ai Impact,Ai Exploit Conditions,Semgrep File Risk Tag,Repository Name,Repository Url,Line Of Code Url,Semgrep Platform Link,Created At,Last Opened At,Branch,Triaged At,Triage Comment,Triage Reason,Rule Description
845529902,java.servlets.security.audit.url-rewriting.url-rewriting,Code,Critical,Open,Medium,security,False,,,,,,Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai/blob/cee58cb8f79901cf653f4c7ddb0f294284eb3df8/unpatched/tapestry-5-5.4.3/tapestry-core/src/main/java/org/apache/tapestry5/internal/services/ResponseImpl.java#L62,https://semgrep.dev/orgs/lauringehlenborg_personal_org/findings/845529902,2026-06-15 14:48:43.644944,2026-06-15 14:48:43.471389,refs/heads/main,,,,"URL rewriting has significant security risks. Since session ID appears in the URL, it may be easily seen by third parties."
845529901,java.servlets.security.audit.url-rewriting.url-rewriting,Code,Critical,Open,Medium,security,False,,,,,,Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai/blob/cee58cb8f79901cf653f4c7ddb0f294284eb3df8/unpatched/tapestry-5-5.4.3/tapestry-core/src/main/java/org/apache/tapestry5/internal/services/ResponseImpl.java#L67,https://semgrep.dev/orgs/lauringehlenborg_personal_org/findings/845529901,2026-06-15 14:48:43.644926,2026-06-15 14:48:43.471385,refs/heads/main,,,,"URL rewriting has significant security risks. Since session ID appears in the URL, it may be easily seen by third parties."
845529900,generic.secrets.security.detected-private-key.detected-private-key,Code,High,Open,Low,security,False,,,,,,Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai/blob/cee58cb8f79901cf653f4c7ddb0f294284eb3df8/unpatched/openssh-portable-V_7_2_P2/regress/rsa_openssh.prv#L1,https://semgrep.dev/orgs/lauringehlenborg_personal_org/findings/845529900,2026-06-15 14:48:43.644909,2026-06-15 14:48:43.471380,refs/heads/main,,,,"Private Key detected. This is a sensitive credential and should not be hardcoded here. Instead, store this in a separate, private file."
845529899,generic.secrets.security.detected-private-key.detected-private-key,Code,High,Open,Low,security,False,,,,,,Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai/blob/cee58cb8f79901cf653f4c7ddb0f294284eb3df8/unpatched/openssh-portable-V_7_2_P2/regress/unittests/sshkey/testdata/dsa_1#L1,https://semgrep.dev/orgs/lauringehlenborg_personal_org/findings/845529899,2026-06-15 14:48:43.644883,2026-06-15 14:48:43.471375,refs/heads/main,,,,"Private Key detected. This is a sensitive credential and should not be hardcoded here. Instead, store this in a separate, private file."
845529898,generic.secrets.security.detected-private-key.detected-private-key,Code,High,Open,Low,security,False,,,,,,Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai/blob/cee58cb8f79901cf653f4c7ddb0f294284eb3df8/unpatched/openssh-portable-V_7_2_P2/regress/unittests/sshkey/testdata/dsa_2#L1,https://semgrep.dev/orgs/lauringehlenborg_personal_org/findings/845529898,2026-06-15 14:48:43.644857,2026-06-15 14:48:43.471370,refs/heads/main,,,,"Private Key detected. This is a sensitive credential and should not be hardcoded here. Instead, store this in a separate, private file."
845529897,generic.secrets.security.detected-private-key.detected-private-key,Code,High,Open,Low,security,False,,,,,,Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai/blob/cee58cb8f79901cf653f4c7ddb0f294284eb3df8/unpatched/openssh-portable-V_7_2_P2/regress/unittests/sshkey/testdata/dsa_n#L1,https://semgrep.dev/orgs/lauringehlenborg_personal_org/findings/845529897,2026-06-15 14:48:43.644840,2026-06-15 14:48:43.471365,refs/heads/main,,,,"Private Key detected. This is a sensitive credential and should not be hardcoded here. Instead, store this in a separate, private file."
845529896,generic.secrets.security.detected-private-key.detected-private-key,Code,High,Open,Low,security,False,,,,,,Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai/blob/cee58cb8f79901cf653f4c7ddb0f294284eb3df8/unpatched/openssh-portable-V_7_2_P2/regress/unittests/sshkey/testdata/dsa_n_pw#L1,https://semgrep.dev/orgs/lauringehlenborg_personal_org/findings/845529896,2026-06-15 14:48:43.644819,2026-06-15 14:48:43.471361,refs/heads/main,,,,"Private Key detected. This is a sensitive credential and should not be hardcoded here. Instead, store this in a separate, private file."
845529895,generic.secrets.security.detected-private-key.detected-private-key,Code,High,Open,Low,security,False,,,,,,Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai/blob/cee58cb8f79901cf653f4c7ddb0f294284eb3df8/unpatched/openssh-portable-V_7_2_P2/regress/unittests/sshkey/testdata/ecdsa_1#L1,https://semgrep.dev/orgs/lauringehlenborg_personal_org/findings/845529895,2026-06-15 14:48:43.644797,2026-06-15 14:48:43.471356,refs/heads/main,,,,"Private Key detected. This is a sensitive credential and should not be hardcoded here. Instead, store this in a separate, private file."
845529894,generic.secrets.security.detected-private-key.detected-private-key,Code,High,Open,Low,security,False,,,,,,Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai/blob/cee58cb8f79901cf653f4c7ddb0f294284eb3df8/unpatched/openssh-portable-V_7_2_P2/regress/unittests/sshkey/testdata/ecdsa_2#L1,https://semgrep.dev/orgs/lauringehlenborg_personal_org/findings/845529894,2026-06-15 14:48:43.644779,2026-06-15 14:48:43.471351,refs/heads/main,,,,"Private Key detected. This is a sensitive credential and should not be hardcoded here. Instead, store this in a separate, private file."
845529893,generic.secrets.security.detected-private-key.detected-private-key,Code,High,Open,Low,security,False,,,,,,Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai/blob/cee58cb8f79901cf653f4c7ddb0f294284eb3df8/unpatched/openssh-portable-V_7_2_P2/regress/unittests/sshkey/testdata/ecdsa_n#L1,https://semgrep.dev/orgs/lauringehlenborg_personal_org/findings/845529893,2026-06-15 14:48:43.644761,2026-06-15 14:48:43.471346,refs/heads/main,,,,"Private Key detected. This is a sensitive credential and should not be hardcoded here. Instead, store this in a separate, private file."
845529892,generic.secrets.security.detected-private-key.detected-private-key,Code,High,Open,Low,security,False,,,,,,Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai/blob/cee58cb8f79901cf653f4c7ddb0f294284eb3df8/unpatched/openssh-portable-V_7_2_P2/regress/unittests/sshkey/testdata/ecdsa_n_pw#L1,https://semgrep.dev/orgs/lauringehlenborg_personal_org/findings/845529892,2026-06-15 14:48:43.644739,2026-06-15 14:48:43.471342,refs/heads/main,,,,"Private Key detected. This is a sensitive credential and should not be hardcoded here. Instead, store this in a separate, private file."
845529891,generic.secrets.security.detected-private-key.detected-private-key,Code,High,Open,Low,security,False,,,,,,Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai/blob/cee58cb8f79901cf653f4c7ddb0f294284eb3df8/unpatched/openssh-portable-V_7_2_P2/regress/unittests/sshkey/testdata/ed25519_1#L1,https://semgrep.dev/orgs/lauringehlenborg_personal_org/findings/845529891,2026-06-15 14:48:43.644717,2026-06-15 14:48:43.471337,refs/heads/main,,,,"Private Key detected. This is a sensitive credential and should not be hardcoded here. Instead, store this in a separate, private file."
845529890,generic.secrets.security.detected-private-key.detected-private-key,Code,High,Open,Low,security,False,,,,,,Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai/blob/cee58cb8f79901cf653f4c7ddb0f294284eb3df8/unpatched/openssh-portable-V_7_2_P2/regress/unittests/sshkey/testdata/ed25519_1_pw#L1,https://semgrep.dev/orgs/lauringehlenborg_personal_org/findings/845529890,2026-06-15 14:48:43.644699,2026-06-15 14:48:43.471332,refs/heads/main,,,,"Private Key detected. This is a sensitive credential and should not be hardcoded here. Instead, store this in a separate, private file."
845529889,generic.secrets.security.detected-private-key.detected-private-key,Code,High,Open,Low,security,False,,,,,,Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai/blob/cee58cb8f79901cf653f4c7ddb0f294284eb3df8/unpatched/openssh-portable-V_7_2_P2/regress/unittests/sshkey/testdata/ed25519_2#L1,https://semgrep.dev/orgs/lauringehlenborg_personal_org/findings/845529889,2026-06-15 14:48:43.644681,2026-06-15 14:48:43.471328,refs/heads/main,,,,"Private Key detected. This is a sensitive credential and should not be hardcoded here. Instead, store this in a separate, private file."
845529888,generic.secrets.security.detected-private-key.detected-private-key,Code,High,Open,Low,security,False,,,,,,Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai/blob/cee58cb8f79901cf653f4c7ddb0f294284eb3df8/unpatched/openssh-portable-V_7_2_P2/regress/unittests/sshkey/testdata/rsa_1#L1,https://semgrep.dev/orgs/lauringehlenborg_personal_org/findings/845529888,2026-06-15 14:48:43.644660,2026-06-15 14:48:43.471323,refs/heads/main,,,,"Private Key detected. This is a sensitive credential and should not be hardcoded here. Instead, store this in a separate, private file."
845529887,generic.secrets.security.detected-private-key.detected-private-key,Code,High,Open,Low,security,False,,,,,,Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai/blob/cee58cb8f79901cf653f4c7ddb0f294284eb3df8/unpatched/openssh-portable-V_7_2_P2/regress/unittests/sshkey/testdata/rsa_2#L1,https://semgrep.dev/orgs/lauringehlenborg_personal_org/findings/845529887,2026-06-15 14:48:43.644638,2026-06-15 14:48:43.471317,refs/heads/main,,,,"Private Key detected. This is a sensitive credential and should not be hardcoded here. Instead, store this in a separate, private file."
845529886,generic.secrets.security.detected-private-key.detected-private-key,Code,High,Open,Low,security,False,,,,,,Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai/blob/cee58cb8f79901cf653f4c7ddb0f294284eb3df8/unpatched/openssh-portable-V_7_2_P2/regress/unittests/sshkey/testdata/rsa_n#L1,https://semgrep.dev/orgs/lauringehlenborg_personal_org/findings/845529886,2026-06-15 14:48:43.644621,2026-06-15 14:48:43.471313,refs/heads/main,,,,"Private Key detected. This is a sensitive credential and should not be hardcoded here. Instead, store this in a separate, private file."
845529885,generic.secrets.security.detected-private-key.detected-private-key,Code,High,Open,Low,security,False,,,,,,Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai/blob/cee58cb8f79901cf653f4c7ddb0f294284eb3df8/unpatched/openssh-portable-V_7_2_P2/regress/unittests/sshkey/testdata/rsa_n_pw#L1,https://semgrep.dev/orgs/lauringehlenborg_personal_org/findings/845529885,2026-06-15 14:48:43.644603,2026-06-15 14:48:43.471308,refs/heads/main,,,,"Private Key detected. This is a sensitive credential and should not be hardcoded here. Instead, store this in a separate, private file."
845529884,generic.secrets.security.detected-private-key.detected-private-key,Code,High,Open,Low,security,False,,,,,,Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai/blob/cee58cb8f79901cf653f4c7ddb0f294284eb3df8/unpatched/openssl-OpenSSL_0_9_7/apps/ca-key.pem#L1,https://semgrep.dev/orgs/lauringehlenborg_personal_org/findings/845529884,2026-06-15 14:48:43.644582,2026-06-15 14:48:43.471303,refs/heads/main,,,,"Private Key detected. This is a sensitive credential and should not be hardcoded here. Instead, store this in a separate, private file."
845529883,generic.secrets.security.detected-private-key.detected-private-key,Code,High,Open,Low,security,False,,,,,,Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai/blob/cee58cb8f79901cf653f4c7ddb0f294284eb3df8/unpatched/openssl-OpenSSL_0_9_7/apps/client.pem#L16,https://semgrep.dev/orgs/lauringehlenborg_personal_org/findings/845529883,2026-06-15 14:48:43.644559,2026-06-15 14:48:43.471298,refs/heads/main,,,,"Private Key detected. This is a sensitive credential and should not be hardcoded here. Instead, store this in a separate, private file."
845529882,generic.secrets.security.detected-private-key.detected-private-key,Code,High,Open,Low,security,False,,,,,,Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai/blob/cee58cb8f79901cf653f4c7ddb0f294284eb3df8/unpatched/openssl-OpenSSL_0_9_7/apps/demoCA/private/cakey.pem#L15,https://semgrep.dev/orgs/lauringehlenborg_personal_org/findings/845529882,2026-06-15 14:48:43.644541,2026-06-15 14:48:43.471293,refs/heads/main,,,,"Private Key detected. This is a sensitive credential and should not be hardcoded here. Instead, store this in a separate, private file."
845529881,generic.secrets.security.detected-private-key.detected-private-key,Code,High,Open,Low,security,False,,,,,,Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai,https://github.com/Laurin-G/cosec-ai/blob/cee58cb8f79901cf653f4c7ddb0f294284eb3df8/unpatched/openssl-OpenSSL_0_9_7/apps/dsa-ca.pem#L1,https://semgrep.dev/orgs/lauringehlenborg_personal_org/findings/845529881,2026-06-15 14:48:43.644523,2026-06-15 14:48:43.471289,refs/heads/main,,,,"Private Key detected. This is a sensitive credential and should not be hardcoded here. Instead, store this in a separate, private file."
